SUM(media_amount) / 100
4672.4200
0.0000
1832.8000
14324.6500
63.0800
5943.2600
2753.5600
37929.3200
1893.5500
2567.3600
2636.6900
0.0000
10637.4400
2538.0700
2017.7000
2094.4600
2077.3300
0.0000
2658.0500
329.1400
11192.0300
5382.7800
3826.0700
776.6400
1989.8700
0.0000
5261.8500
3433.1200
1055.1600
18137.6400
2344.8100
3259.5300
0.0000
0.0000
3729.9900
1743.2800
5158.2800
291.6100
1424.7300
2631.4800
21085.4700
9020.6000
0.0000
2385.5800
5868.7600
3783.7200
5756.9600
504.1900
1700.6100
1969.8700
2361.3900
4232.2100
6175.8500
8302.5100
1881.7000
0.0000
1206.7700
0.0000
2288.0900
87949.5500
1203.5100
1409.9800
3645.2700
2539.7400
1341.9200
1630.1300
1274.1500
1820.3000
0.0000
0.0900
2212.1900
784.6700
4159.5500
0.0200
944.7500
7843.4700
4080.2800
1439.1000
0.4100
4228.6800
1809.1500
0.0000
3088.3700
2307.6100
12938.9500
2285.3400
0.0000
1005.3600
0.0000
6018.5200
1593.9100
769.4300
912.1900
5482.9200
3827.3500
2566.9500
656.0300
5840.3900
753.2500
237.0600
4758.1100
499.2800
4622.3900
3094.2600
1426.8300
16005.2400
4883.9000
71.7700
2854.4500
1724.9600
0.0000
2808.1000
3736.1000
3321.9400
1833.4600
1361.8800
0.0000
0.0000
0.0000
0.0000
9133.6100
0.0000
3930.6400
0.0000
2417.9500
235.4800
0.0000
3184.6800
4191.0800
1680.3700
0.0000
2200.5100
2217.0700
4656.5900
0.0000
3402.1600
961.0500
570.7300
2022.0300
1335.6800
1570.4900
1512.5700
5429.2200
2644.0100
704.4500
2012.3500
1101.8400
1612.9600
1658.0400
0.0000
3574.8500
3856.2800
0.0000
8154.0400
2618.7500
9593.0600
4005.3200
3078.5000
1789.5600
11169.6800
3685.2500
0.0000
2356.8200
6741.4900
0.0000
3845.5600
2047.4000
1247.9100
1110.7000
1971.9800
1946.8300
951.0600
1471.1700
1283.4800
3781.1900
4803.4400
1138.6200
0.0000
2329.6900
36464.2700
11635.4800
1171.2000
2398.8700
0.0000
0.0000
2546.5800
2922.1400
2029.5100
10054.5800
0.0000
1757.1900
0.0000
0.0000
2978.0500
2399.7600
0.0000
1883.5300
0.0000
0.0000
2301.8400
311.0300
4162.8400
0.0000
3153.3500
0.0000
1344.0900
0.0000
4166.6900
1839.5500
1250.8600
1726.8600
0.0000
2621.0700
0.0000
3113.4200
1841.4100
1804.9600
3486.3400
587.3100
0.0000
2156.0200
0.0000
1812.6800
0.0000
2122.9700
2593.8400
0.0000
1236.4900
1574.8000
0.0000
3995.2600
2216.8300
2618.2000
0.0000
1191.4800
883.9900
1356.0200
7329.6300
1676.5300
0.0000
2542.2700
3285.5400
3324.2900
1168.3700
920.5800
889.9900
0.0000
0.0000
7548.3100
1342.9400
1410.3500
2547.7700
5127.4400
3377.1100
2942.1100
4774.8800
0.0000
0.0000
1829.5200
232.4700
4048.5100
0.0000
6555.1900
1356.1900
3673.8800
1341.8200
1472.5800
2656.8900
306.2100
2127.3400
2163.4800
3119.9800
1759.0300
206.9800
0.0000
599.4000
0.0000
1647.7600
1491.0300
4015.5800
3576.6100
6729.5300
1603.9600
1197.3500
5174.3000
0.0000
2318.5400
1397.5600
2213.3000
3416.3800
63702.6700
1136.8600
697.5800
3607.6900
0.0000
1397.2200
1530.7600
3771.5600
9210.2600
2656.4900
0.0000
0.0000
1209.3700
1835.7300
2513.7100
893.3600
1372.7500
484.0500
140.4000
1066.1900
542.9100
4241.1100
2093.5100
48.9500
0.0000
1321.7200
3075.2400
0.0000
0.0000
4104.7900
1816.5000
0.0000
0.0000
1056.2900
839.5600
0.5900
0.0000
2336.0900
1176.7100
400.8400
2151.4100
2061.5600
1228.2300
0.0000
920.8100
501.4800
0.0000
1310.1400
756.3100
864.0300
1356.0400
0.0000
70.3600
3407.2800
1566.6900
1675.9600
0.0000
0.0000
0.4400
376.5200
0.0000
1030.8900
1557.5400
0.0000
0.0000
0.0000
0.0000
1376.7500
913.5600
4151.4900
1790.8800
2208.0300
2487.9400
1073.7800
741.7000
0.0000
1460.8100
1185.5900
5951.9500
2181.3700
2535.5800
0.0000
3483.6400
0.0000
1549.6000
0.0000
4932.7100
0.0000
4322.9800
11334.4800
1918.3800
2665.3900
420.2300
1098.9800
2205.6800
845.2500
3162.8300
2216.3500
335.1700
958.2900
2958.9600
918.1900
0.0000
589.4400
347.2800
2421.5000
942.5500
1664.8900
2319.1200
0.0000
1840.7100
0.0000
2580.8700
601.5000
1317.0000
1762.5000
2670.9900
6212.6700
0.0000
3073.8900
191.2200
2305.8300
2968.0600
5709.0200
0.0000
1434.6200
0.0000
1490.8800
1722.3700
0.0000
1414.4100
0.0000
1001.4900
1717.4100
2449.8200
1034.6200
1719.3000
0.0000
0.0000
1352.1600
554.2100
1434.0100
0.0000
572.7900
17716.2800
3333.9200
0.0000
1205.5400
5959.5300
0.0800
2401.3500
769.4700
2359.3200
961.8300
0.0000
1025.4600
2463.3900
1943.9400
2069.1400
6755.8400
2020.4100
11192.9600
2287.5600
1589.3300
0.0000
159.9100
1087.0100
1201.9500
890.9400
68.1000
0.0000
2025.1800
1438.5400
2993.3400
436.4800
1080.2800
1578.0700
3599.3900
2424.0400
1725.8900
5364.6800
1721.2000
310.8100
1415.2900
1486.0100
2135.8400
3199.7700
953.2300
3720.4100
1227.2600
0.0000
1545.3800
2669.0600
3223.8100
503.9200
3241.6800
5699.1200
272.8500
0.0000
1009.2100
3.3800
2651.0700
